raw_tweet,month,label,created_at,id,retweeted,favorite_count,retweet_count,cleaned_tweet,topic_number,subjectivity_label,objective_prob,subjective_prob,SentimentScore,topic_name,tweet_label
Could it be the incubation period might be shorter in these cases ? Could secondary cases be primary cases? A few questions about this study  https://t.co/PXAPhoHBDq,March,Expert,3/6/20 13:17,1.24e+18,False,4,1,incubation period short case secondary case primary case question study,13,1,0.17942312,0.82057685,-0.4880287945270538,Transmission of Virus
@Caryopter @Sydney_C_Jones @CNNnewsroom @markbspiegel Droplet-borne means it doesn’t go further than 2 meters or so in the air. It lands on surfaces and contaminates surfaces. https://t.co/Os707XV3Qm See what was contaminated in a #coronavirus patient’s room:,March,Expert,3/9/20 19:46,1.24e+18,False,4,1,droplet borne mean go far meter air land surface contaminate surface see contaminate patient room,13,1,0.2634435,0.7365565,-19.475568771362305,Transmission of Virus
"b'@Sydney_C_Jones @CNNnewsroom @markbspiegel Droplet-borne. See Singapore data. on surfaces, not in the air. https://t.co/Os707XV3Qm'",March,Expert,3/9/20 16:39,1.24e+18,False,5,3,droplet bear see datum surface air,13,1,0.31595448,0.68404555,-6.895790100097656,Transmission of Virus
"@NTarnopolsky @netanyahu Please report carefully as this paper does NOT demonstrate transmission from asymptomatic children. It only shows that in household contacts, children are affected at similar rates to adults. I would recommend reading the full paper before reporting. #COVID19",March,Expert,3/7/20 23:06,1.24e+18,False,6,1,report carefully paper demonstrate transmission asymptomatic child show household contact child affect similar rate adult would recommend read full paper report,13,1,0.11897943,0.88102055,8.026082992553711,Transmission of Virus
"We are going to fight every way we can to save every life that we can.

That’s what it means to be an American and that’s what it means to be a New Yorker. https://t.co/1cREWGx9t9",March,Expert,3/25/20 22:49,1.24e+18,False,6,1,go fight every way save every life mean mean new yorker,6,1,0.021158677,0.97884136,-3.979210138320923,Spread of Virus
"The epidemic curve in New York (see below) fits with the worldwide curve: To go from 100 detected cases to 100,000 took 47 days.
To go from 100,000 to 200,000 took 12. https://t.co/GG95O2Dj3m",March,Expert,3/18/20 18:41,1.24e+18,False,6,3,epidemic curve new york see fit curve go detect case take go take,6,0,0.8734034,0.12659666,4.9687371253967285,Spread of Virus
“A second set of samples from Mr. Tallarico and Mr. Cunningham still must be processed by the federal CDC in Atlanta before the couple are released from quarantine.”— they have symptoms so I wonder if there’s another explanation  https://t.co/TMcwQVfSj7,March,Expert,3/6/20 13:05,1.24e+18,False,6,4,second set sample process federal couple release quarantine symptom wonder another explanation,12,1,0.28620964,0.71379036,-1.972913384437561,Isolation and Precaution
I don’t think there’s a one-sized-fits-all decision for these types of events and they must be informed by the transmission dynamics going on in communities (of attendees and the location) https://t.co/Qwh5TWqQfd,March,Expert,3/6/20 12:56,1.24e+18,False,7,0,think sized fit decision type event inform transmission dynamic go community location,13,1,0.040925052,0.9590749,15.260958671569824,Transmission of Virus
"@PixScienceCo Don’t forget the #superbug #pandemic, in which case my own book #ThePerfectPredator has received some accolades @amazon &amp; @goodreads https://t.co/uZyHhy6wAM",March,Expert,3/18/20 17:35,1.24e+18,False,7,0,forget pandemic case book receive accolade,0,1,0.036350183,0.9636498,-23.575824737548828,Global rise of Pandemic
"Not true, @realDonaldTrump. I wrote to you more than 600 days ago demanding answers after you fired the entire White House pandemic team. https://t.co/ICbHOkyeyY https://t.co/71OF9gKA3N",March,Expert,3/13/20 22:03,1.24e+18,False,7,3,write day demand answer fire entire white house pandemic team,0,1,0.050012276,0.9499877,-68.33904266357422,Global rise of Pandemic
@813JAFERD Chef... yes it is difficult sometimes having a famous chef with the same name. Tried to go into his restaurant once years ago on my birthday. Couldn’t afford it as a graduate student. But showed my ID/name and asked for a drink. I was asked to leave :) too dressed down at time.,March,Expert,3/8/20 4:55,1.24e+18,False,8,0,chef difficult sometimes famous chef name try go restaurant year birthday afford graduate student show name ask drink ask leave dress time,4,1,0.0052793855,0.9947206,8.211499214172363,Pandemic Impact on Grocery
@tiaH_R Basically we know what we’re doing. Lol 😂 Syke. We have a way to tell if during the trial a person gets infected or or their immune response is truly vaccine induced,March,Expert,3/30/20 10:41,1.24e+18,False,8,0,basically know way tell trial person infect immune response truly vaccine induce,2,1,0.035756383,0.9642436,14.43935489654541,Vaccine development
"@InceptionCap @jesswade I think it was clear to all that if one wanted to mobilize quickly in pandemic readiness, having extensive collaborations to create a data portfolio that would allow “at risk” manufacturing to be an easy decision. We have worked with @moderna_tx for years to that end.",March,Expert,3/31/20 2:41,1.24e+18,False,8,1,think clear want mobilize quickly pandemic readiness extensive collaboration create data portfolio would allow risk easy decision work year end,0,1,0.02114571,0.9788543,65.69735717773438,Global rise of Pandemic
"In this ⁦@JoshKrisch⁩ @livescience piece, I am quoted about positive results from a clinical trial on a universal flu vaccine   https://t.co/WSd0zt4ZxE",March,Expert,3/11/20 8:55,1.24e+18,False,8,2,piece quote positive result clinical trial universal flu vaccine,2,1,0.061592024,0.93840796,10.574106216430664,Vaccine development
"b'In this @shearm @nytimes piece I am quoted about the travel bans and quarantine order threat for NY, NJ, CT https://t.co/EfDuWgET9I'",March,Expert,3/29/20 20:56,1.24e+18,False,8,6,piece quote travel ban quarantine order threat,12,1,0.02726135,0.9727386,-18.23216819763184,Isolation and Precaution
“The ATLAS and FLAIR trials are important milestones in the development of HIV therapeutics and represent major steps into the era of long-acting ART” https://t.co/2jn7wSIns5,March,Expert,3/5/20 4:49,1.24e+18,False,9,1,atlas flair trial important milestone development therapeutic represent major step long act art,11,1,0.11292054,0.8870794,17.707937240600586,Treatments for Virus
b'@anna_biela3 Vaccines should first be tested in healthy ppl. That will remain until safety in other groups is deemed apt to test.',March,Expert,3/31/20 1:58,1.24e+18,False,9,1,vaccine test healthy remain safety group deem apt test,2,1,0.2133783,0.78662175,18.754695892333984,Vaccine development
"“A universal masking strategy is not going to be a cure-all, it’s not going to be a panacea unto itself. …They had to be thinking about ‘mask as talisman’” https://t.co/Ggfkl8k0m4",March,Expert,3/27/20 12:13,1.24e+18,False,9,8,universal strategy go cure go panacea unto think mask talisman,3,1,0.03938224,0.9606178,6.411163330078125,Importance of mask Wearing
